num_bdi_actions,num_rl_actions,plan_found,variation,error,bdi_score,rl_score,final_score,complete,num_plans,plan_library_size,plans_pct,eps,drrn_model_file
0,50,0,246,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,247,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,248,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,249,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,250,True,0,58,58,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,251,True,0,58,58,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,252,True,0,58,58,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,253,True,0,58,58,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,254,True,0,58,58,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,255,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,256,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,257,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,258,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,259,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,260,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,261,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,262,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,263,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,264,True,0,75,75,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,265,True,0,67,67,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
0,50,0,266,True,0,75,75,False,0,11,0,242,models/models_task13/model-steps32000-eps242.pt
